1235,"The Hindu-Yogi Science Of Breath","Yogi Ramacharaka","","September 9, 2004 [EBook #13402]","English","ASCII"
1236,"Scientific American Supplement, No. 497, July 11, 1885","Various","","January, 2006","English","ISO-8859-1"
1237,"Diary of a U-Boat Commander","Anonymous","","April, 2005","English","ISO-8859-1"
1238,"Special Report on Diseases of Cattle","U.S. Department of Agriculture","","October 22, 2009 [EBook #30310]","English","ISO-8859-1"
1239,"Across Coveted Lands","Arnold Henry Savage Landor","","July 22, 2007 [EBook #22117]","English","ISO-8859-1"
1241,"Way of the Lawless","Max Brand","","February, 2006","English","ASCII"
1242,"Ozma of Oz","L. Frank Baum","","April, 1996","English","ASCII"
1243,"Old Cookery Books and Ancient Cuisine","William Carew Hazlitt","","May 7, 2004  [eBook #12293]","English","iso-8859-1"
1245,"The St. Gregory Hymnal and Catholic Choir Book","Various","Nicola A. Montani","December 2, 2007 [eBook #23673]","English","UTF-8"
1246,"The History of England from the Accession of James II.","Thomas Babington Macaulay","","December, 2000","English","ASCII"
1247,"The Development Psychology of Psychopathology","Alan Challoner MA (Phil) MChS","","June 25, 2007  [eBook #8215]","English","UTF-8"
1248,"The Forme of Cury","Samuel Pegge","","May, 2005","English","ISO-8859-1"
1249,"Across Unknown South America","Arnold Henry Savage Landor","","August 31, 2007 [EBook #22483]","English","ISO-8859-1"
1250,"Curiosities of the Sky","Garrett Serviss","","October, 2004","English","ISO-8859-1"
1251,"L'archeologie egyptienne","G. Maspero","","January 27, 2004 [EBook #10841]","French","ISO-8859-1"
1252,"The Treasure of the Incas","G. A. Henty","","December, 2004","English","ISO-8859-1"
1253,"Travels in West Africa","Mary H. Kingsley","","June, 2004  [EBook #5891]","English","ASCII"
1254,"The Pothunters","P. G. Wodehouse","","November, 2004 [EBook #6984]","English","ASCII"
1255,"The Man Upstairs",". G. Wodehouse","","January 26, 2003 [eBook #6768]","English","UTF-8"
1256,"Birds Illustrated by Color Photography [January, 1898]","Various","","October 29, 2010 [EBook #34165]","English","ISO-8859-1"
1257,"Indian Fairy Tales","","Joseph Jacobs","March 13, 2003  [eBook #7128]","English","UTF-8"
1258,"The Man of the Forest","Zane Grey","","","English","UTF-8"
1259,"Enemies of Books","William Blades","","May, 1998","English","ASCII"
1260,"The Time Traders","Andre Norton","","August 29, 2006 [EBook #19145]","English","ASCII"
1261,"Birds of the Rockies","Leander Sylvester Keyser","","July 5, 2008  [eBook #25973]","English","ISO-8859-1"
1262,"The Oregon Trail","Francis Parkman, Jr.","","April 27, 2006 [EBook #1015]","English","UTF-8"
1263,"Les voyages de Gulliver","Jonathan Swift","","May 5, 2013 [EBook #42648]","French","UTF-8"
1264,"De la terre à la lune","Jules Verne","","January 25, 2012 [EBook #38674]","French","ISO-8859-1"
1265,"A Princess of Mars","Edgar Rice Burroughs","","June 23, 2008 [EBook #62]","English","ASCII"
1266,"The White Feather","P. G. Wodehouse","","February 12, 2003 [EBook #6927]","English","ASCII"
1267,"A Nonsense Anthology","Collected by Carolyn Wells","","November, 2005 [EBook #9380]","English","ISO-8859-1"
1268,"International Weekly Miscellany, Vol. I, No. 6","Various","","October 6, 2004 [EBook #13643]","English","ISO-8859-1"
1269,"The Book of Nature Myths","Florence Holbrook","","August 27, 2007 [EBook #22420]","English","ISO-8859-1"
1270,"Trinity [Atomic Test] Site","The National Atomic Museum","","June 29, 2008 [EBook #277]","English","ASCII"
1271,"Robert's Rules of Order","Henry M. Robert","","November 13, 2004 [EBook #9097]","English","ISO-8859-1"
1272,"Birds from North Borneo","Max C. Thompson","","July 1, 2010  [eBook #33044]","English","ISO-8859-1"
1273,"On the Origin of Species","Charles Darwin","","March, 1998 [eBook #1228]","English","UTF-8"
1274,"The Art Of Writing & Speaking The English Language","Sherwin Cody","","December 2, 2007 [EBook #19719]","English","UTF-8"
1275,"The Tale Of Benjamin Bunny","Beatrix Potter","","December 21, 2004 [EBook #14407]","English","ASCII"
1276,"Elsie's children","Martha Finley","","February 2, 2005 [EBook #14875]","English","ISO-8859-1"
1277,"Roughing it in the Bush","Susanna Moodie","","August, 2003 [Etext# 4389]","English","UTF-8"
1278,"The Sea Fairies","L. Frank Baum","","August, 2003","English","ASCII"
1279,"The Railway Children","E. Nesbit","","August, 1999","English","UTF-8"
1280,"Sagen van Koning Arthur en de Ridders van de Tafelronde","Nelly Montijn-De Fouw","","December 7, 2007 [EBook #23759]","Dutch","ISO-8859-1"
1281,"Peeps at Many Lands: Norway","A.F. Mockler-Ferryman","","February 23, 2008 [EBook #24676]","English","ISO-8859-1"
1282,"Scientific American Supplement, No. 711, August 17, 1889","Various","","October 31, 2005 [EBook #16972]","English","ISO-8859-1"
1283,"History of the Church of Jesus Christ of Latter-Day Saints","Joseph Smith","","October 11, 2014 [eBook #47091]","English","UTF-8"
1284,"Narrative of a Mission to Central Africa Performed in the Years 1850-51, Volume 2","James Richardson","","June 9, 2006 [EBook #18544]","English","UTF-8"
1285,"The Odyssey","Homer","","April, 2002 [EBook #3160]","English","UTF-8"
1286,"Oeuvres de Napoléon Bonaparte, Tome I.","Napoléon Bonaparte","","May 1, 2004 [EBook #12230]","French","ISO-8859-1"
1287,"The International Monthly Magazine, Volume 5, No. 1, January, 1852","Various","","March 31, 2007 [EBook #20955]","English","ISO-8859-1"
1288,"Children of the Ghetto","I. Zangwill","","June 22, 2004  [eBook #12680]","English","ISO-8859-1"
1289,"Slave Narratives: a Folk History of Slavery in the United States","Various","","October 12, 2007 [EBook #22976]","English","ASCII"
1290,"The Magic Fishbone","Charles Dickens","","November 5, 2007  [eBook #23344]","English","ISO-8859-1"
1291,"In Flanders Fields and Other Poems","John McCrae","","July 5, 2008 [EBook #353]","English","ASCII"
1292,"Almost A Man","Mary Wood-Allen","","June 6, 2009 [EBook #29056]","English","ASCII"
1293,"Scottish Cathedrals and Abbeys","Dugald Butler and Herbert Story","","June 6, 2007 [EBook #21688]","English","ISO-8859-1"
1294,"The Brochure Series of Architectural Illustration, Vol. 1, No. 10, October 1895.","Various","","February 9, 2005 [EBook #14987]","English","ISO-8859-1"
1295,"No Animal Food","Rupert H. Wheldon","","October 2, 2007 [EBook #22829]","English","ISO-8859-1"
1296,"Archeological Investigations","Gerard Fowke","","July 28, 2006 [EBook #18931]","English","ISO-8859-1"
1297,"The Secret Garden","Frances Hodgson Burnett","","December 26, 2005 [EBook #17396]","English","ISO-8859-1"
1298,"The New World of Islam","Lothrop Stoddard","","January 1, 2008 [EBook #24107]","English","ISO-8859-1"
1299,"Lectures on Landscape","John Ruskin","","December 4, 2006 [EBook #20019]","English","ISO-8859-1"
1300,"The Shadow of the Rope","E. W. Hornung","","June 12, 2004 [EBook #12590]","English","ISO-8859-1"
1301,"The Gods of Pegana","Lord Dunsany [Edward J. M. D. Plunkett]","","June, 2005","English","ISO-8859-1"
1302,"The Mind and the Brain","Alfred Binet","","April 14, 2007  [eBook #21077]","English","ISO-8859-1"
1303,"Oregon, Washington and Alaska; Sights and Scenes for the Tourist","E. L. Lomax","","January 19, 2004  [eBook #10751]","English","iso-8859-1"
1304,"Household Stories by the Brothers Grimm","Jacob Grimm and Wilhelm Grimm","","August 17, 2006 [EBook #19068]","English","ASCII"
1305,"Histoire de ma Vie, Livre 3 (Vol. 10 - 13)","George Sand","","May 22, 2013 [EBook #42765]","French","UTF-8"
1306,"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar","Maurice Leblanc","","November 17, 2002 [eBook #6133]","English","UTF-8"
1307,"The House in the Water","Charles G. D. Roberts","","August 28, 2009 [EBook #29839]","English","ISO-8859-1"
1308,"The Esperanto Teacher","Helen Fryer","","May, 2005","English","ASCII"
1309,"Germania and Agricola","Caius Cornelius Tacitus","","October, 2005","Latin","ISO-8859-1"
1310,"The Secret Agent","Joseph Conrad","","December 24, 2010  [eBook #974]","English","UTF-8"
1311,"Volks-Kochbuch","Hedwig Heyl","","November 1, 2004 [EBook #13921]","German","ASCII"
1312,"Behind the Scenes","Elizabeth Keckley","","March 31, 2008 [EBook #24968]","English","ISO-8859-1"
1313,"The History of Insects","Unknown","","January 25, 2004  [eBook #10834]","English","US-ASCII"
1314,"Essays in Natural History and Agriculture","Thomas Garnett","","May 2, 2006 [EBook #18298]","English","ASCII"
1315,"Darwinism (1889)","Alfred Russel Wallace","","January 2, 2005 [EBook #14558]","English","ISO-8859-1"
1316,"The Triple Alliance","Harold Avery","","November 13, 2003  [eBook #10027]","English",""
1317,"The Quaker Colonies","Sydney G. Fisher","","January, 2002","English","ASCII"
1318,"Deadfalls and Snares","A. R. (Arthur Robert) Harding","","October 21, 2010 [EBook #34110]","English","ASCII"
1319,"The Tale of Squirrel Nutkin","Beatrix Potter","","February 2, 2005 [EBook #14872]","English","ASCII"
1320,"Manual Of Egyptian Archaeology And Guide To The Study Of Antiquities In Egypt","Gaston Camille Charles Maspero","","December 20, 2004 [EBook #14400]","English","ISO-8859-1"
1321,"Louisiana Beef Cattle","William Carter Stubbs","","July 7, 2011 [EBook #36645]","English","ISO-8859-1"
1322,"The Children's Life of the Bee","Maurice Maeterlinck","","January 8, 2012 [EBook #38516]","English","ISO-8859-1"
1323,"Dress design","Talbot Hughes","","January 10, 2011  [eBook #34903]","English","ISO-8859-1"
1324,"The Life of the Fly","J. Henri Fabre","","September, 2002","English","ASCII"
1325,"The Wonder Book of Bible Stories","Compiled by Logan Marshall","Logan Marshall","June 12, 2005 [EBook #16042]","English","ISO-8859-1"
1326,"The Book Of Mormon","various","","March 8, 1992 [eBook #17]","English","UTF-8"
1327,"Beacon Lights of History, Volume I","John Lord","","December 16, 2003  [eBook #10477]","English","iso-8859-1"
1328,"India: What can it teach us?","F. Max Müller","","March 18, 2007 [EBook #20847]","English","UTF-8"
1329,"Two Trips to Gorilla Land and the Cataracts of the Congo Volume 2","Richard F. Burton","","May, 2004  [EBook #5761]","English","Latin1"
1330,"For the Temple","G. A. Henty","","May 26, 2007 [EBook #21614]","English","ASCII"
1331,"A Knight of the White Cross","G.A. Henty","","January, 2004  [EBook #4932]","English","UTF-8"
1332,"Legends Of The Gods","E. A. Wallis Budge","","December, 2005 [EBook #9411]","English","ISO-8859-1"
1334,"Riders to the Sea","J. M. Synge","","August 3, 2008 [EBook #994]","English","UTF-8"
1335,"Personal Narrative of a Pilgrimage to Al-Madinah and Meccah","Sir Richard Francis Burton","","November, 2003  [Etext #4657]","English","ASCII"
1336,"The 2007 CIA World Factbook","United States","","December 11, 2008 [EBook #27348]","English","ASCII"
1337,"Applied Eugenics","Paul Popenoe and Roswell Hill Johnson","","October 17, 2006 [EBook #19560]","English","ISO-8859-1"
1338,"Journal of Researches","Charles Darwin","","July 29, 2001 [eBook #3704]","English","UTF-8"
1339,"Fishes of the Big Blue River Basin, Kansas","W. L. Minckley","","October 13, 2011 [EBook #37742]","English","ISO-8859-1"
1340,"The Mound Builders","George Bryce","","March 15, 2006  [eBook #17987]","English","ISO-646-US (US-ASCII)"
1341,"The Odyssey","Homer","","April, 1999 [EBook #1727]","English","UTF-8"
1342,"The Cat and the Mouse","","Hartwell James","January 31, 2008  [eBook #24473]","English","ISO-646-US (US-ASCII)"
1343,"International Miscellany of Literature, Art and Science, Vol. 1,","Various","","December 23, 2004  [eBook #14431]","English","ISO-8859-1"
1344,"Ainsi Parlait Zarathoustra","Frédéric Nietzsche.","","March, 2004","French","ISO-8859-1"
1346,"Dr. Montessori's Own Handbook","Maria Montessori","","August 8, 2009 [EBook #29635]","English","ISO-8859-1"
1347,"The Insect Folk","Margaret Warner Morley","","July 8, 2006 [EBook #18790]","English","ISO-8859-1"
1349,"La Argentina","Arcidiano D. Martin del Barco Centenera","","May 3, 2008 [EBook #25317]","Spanish","ISO-8859-1"
1350,"Bloody Beaches: The Marines at Peleliu","Gordon D. Gayle","","May 23, 2015 [EBook #49032]","English","UTF-8"
1352,"A Text-Book of the History of Painting","John C. Van Dyke","","July 23, 2006 [EBook #18900]","English","ISO-8859-1"
1353,"On the cattle plague: or, Contagious typhus in horned cattle. Its history, origin, description, and treatment","Honoré Bourguignon","","June 22, 2011 [EBook #36496]","English","UTF-8"
1354,"Spencer's Letters","Orson Spencer","","May 31, 2014 [EBook #45846]","English","ISO-8859-1"
1355,"The Microscope","Andrew Ross","","January 31, 2013 [EBook #41958]","English","UTF-8"
1356,"History of the Expedition to Russia","Count Philip de Segur","","April 3, 2006 [EBook #18113]","English","ISO-8859-1"
1357,"Forty Years Among the Indians","Daniel W. Jones","","August 6, 2014 [EBook #46521]","English","ASCII"
1358,"The History of Painting in Italy, Vol. V (of 6)","Luigi Antonio Lanzi","","June 14, 2012 [EBook #39996]","English","ISO-8859-1"
1360,"The Prehistoric World","E. A. Allen","","","English","UTF-8"
1361,"A Trip to Manitoba","Mary FitzGibbon","","December, 2004 [EBook #7099]","English","ISO-Latin-1"
1363,"The Brochure Series of Architectural Illustration, Volume 01, No. 06, June 1895","Various","","October 2, 2006 [EBook #19444]","English","ISO-8859-1"
1364,"The Story of My Life","Egerton Ryerson","J. George Hodgins","February 12, 2008 [EBook #24586]","English","ISO-8859-1"
1365,"Hindu Literature","Epiphanius Wilson","","August 24, 2004 [EBook #13268]","English","ASCII"
1366,"The Magic City","Edith Nesbit","","February 16, 2007 [EBook #20606]","English","ASCII"
1367,"Pagan and Christian Rome","Rodolfo Lanciani","","July 26, 2007 [EBook #22153]","English","UTF-8"
1368,"Comic History of the United States","Bill Nye","","May 13, 2007 [EBook #21427]","English","ISO-8859-1"
1369,"The Harvard Classics Volume 38","Various","","May, 2004 [EBook #5694]","English","ASCII"
1370,"A Textbook of Theosophy","C.W. Leadbeater","","July 12, 2004 [EBook #12902]","English","ISO-8859-1"
1371,"A New Species of Frog (Genus Tomodactylus) from Western Mexico","Robert G. Webb","","February 3, 2010 [EBook #31175]","English","ISO-8859-1"
1372,"The Little Mother Goose","Anonymous","","February 2, 2007 [EBook #20511]","English","ASCII"
1373,"Narrative of a Voyage to Senegal in 1816","J. B. Henry Savigny and Alexander Corréard","","April 3, 2004 [EBook #11772]","English","ISO-8859-1"
1375,"Philippine Mats","Hugo H. Miller","","January 4, 2010 [EBook #30850]","English","ISO-8859-1"
1376,"Venereal Diseases in New Zealand (1922)","Committee Of The Board Of Health","","March 13, 2005 [EBook #15352]","English","UTF-8"
1377,"Storm Over Warlock","Andre Norton","","March 9, 2007 [EBook #20788]","English","ISO-8859-1"
1378,"The International Monthly, Volume 4, No. 4, November 1, 1851","Various","","November 2, 2011 [EBook #37904]","English","ISO-8859-1"
1379,"Queen Victoria","Lytton Strachey","","February 18, 2006 [EBook #1265]","English","ASCII"
1380,"A Journey from Prince of Wales's Fort in Hudson's Bay to the Northern Ocean in the Years 1769, 1770, 1771, 1772","Samuel Hearne","","December 24, 2011 [EBook #38404]","English","UTF-8"
1381,"Personal Recollections of Joan of Arc","Mark Twain","","","English","UTF-8"
1382,"Aphrodisiacs and Anti-aphrodisiacs: Three Essays on the Powers of Reproduction","John Davenport","","January 9, 2009 [EBook #27752]","English","UTF-8"
1384,"The Rise and Fall of the Confederate Government, Vol. 1 (of 2)","Jefferson Davis","","November 16, 2006 [EBook #19831]","English","ISO-8859-1"
1385,"Die prosa van die twede Afrikaanse beweging","Pieter Cornelis Schoonees","","April 18, 2006 [EBook #18203]","Afrikaans","ISO-8859-1"
1386,"The Practice and Science Of Drawing","Harold Speed","","December 6, 2004 [EBook #14264]","English","ISO-8859-1"
1387,"Old St. Paul's Cathedral","William Benham","","August 15, 2005 [EBook #16531]","English","ISO-8859-1"
1388,"Struwwelpeter: Merry Tales and Funny Pictures","Heinrich Hoffman","","April 23, 2004 [EBook #12116]","English","ASCII"
1389,"Fishes of the Wakarusa River in Kansas","James E. Deacon","","March 5, 2010 [EBook #31513]","English","ISO-8859-1"
1390,"Elsie Dinsmore","Martha Finley","","September, 2004","English","ASCII"
1391,"The Mirror of Literature, Amusement, and Instruction","Various","","March 5, 2004 [EBook #11462]","English","ISO-8859-1"
1392,"Captains of the Civil War","William Wood","Allen Johnson","November 30, 2006 [EBook #2649]","English","ISO-8859-1"
1393,"The Tale of Peter Rabbit","Beatrix Potter","","January 30, 2005 [EBook #14838]","English","ASCII"
1394,"Special Report on Diseases of the Horse","United States Department of Agriculture","","November 7, 2007 [EBook #23403]","English","ISO-8859-1"
1395,"Right Ho, Jeeves","P. G. Wodehouse","","June 29, 2007 [EBook #10554]","English","ISO-8859-1"
1396,"Some Reptiles and Amphibians from Korea","Robert G Webb","","January 13, 2011 [EBook #34949]","English","ISO-8859-1"
1397,"Ancient Man","Hendrik Willem van Loon","","February, 2006","English","ASCII"
1398,"Dream Psychology","Sigmund Freud","","March 28, 2005 [EBook #15489]","English","ISO-8859-1"
1400,"365 Foreign Dishes","Unknown","","November 7, 2003 [EBook #10011]","English","ISO-8859-1"
1401,"Monitress Merle","Angela Brazil","","April, 2005  [EBook #7820]","English","ISO Latin-1"
1402,"Autobiography of a YOGI","Paramhansa Yogananda","","February, 2005","English","ASCII"
1403,"Scientific American, Vol.22, No. 1, January 1, 1870","Various","","September, 2005","English","ISO-8859-1"
1404,"The Letters of Wolfgang Amadeus Mozart, Vol. 1","Wolfgang Amadeus Mozart","","March, 2004 [EBook #5307]","English","ASCII"
1405,"Romancero selecto del Cid","Anonymous","","August 6, 2018 [EBook #57648]","Spanish","UTF-8"
1407,"The 1994 CIA World Factbook","United States Central Intelligence Agency","","June 5, 2008 [EBook #180]","English","ASCII"
1408,"Camp and Trail","Stewart Edward White","","June 23, 2010 [EBook #32950]","English","ISO-8859-1"
1409,"Treatises on Friendship and Old Age","Marcus Tullius Cicero","","September, 2001 [EBook #2808]","English","ASCII"
1410,"A Wodehouse Miscellany","P. G. Wodehouse","","May, 2005","English","ISO-8859-1"
1411,"The Night Before Christmas and Other Popular Stories For Children","Various","","August 18, 2004 [EBook #13213]","English","ASCII"
1412,"The Story of Alchemy and the Beginnings of Chemistry","M. M. Pattison Muir","","November 30, 2004  [eBook #14218]","English","ISO-8859-1"
1413,"Speeches and Letters of Abraham Lincoln, 1832-1865","Abraham Lincoln","","January 17, 2005  [eBook #14721]","English","ISO-8859-1"
1414,"The 1999 CIA Factbook","United States.  Central Intelligence Agency.","","December 31, 2008 [EBook #27676]","English","ASCII"
1415,"Reconocimiento del fuerte del Carmen del Rio Negro","Ambrosio Cramer","","August 23, 2006 [EBook #19106]","Spanish","ISO-8859-1"
1416,"The International Monthly, Volume 4, No. 3, October, 1851","Various","","June 30, 2011 [EBook #36564]","English","ISO-8859-1"
1417,"The Bride of the Nile, Complete","Georg Ebers","","October 17, 2006 [EBook #5529]","English","UTF-8"
1418,"New observations on the natural history of bees","Francis Huber","","August 28, 2008 [EBook #26457]","English","ISO-8859-1"
1419,"The New York Times Current History of the European War, Vol 1, Issue 4, January 23, 1915","Various","","July 27, 2005 [EBook #16363]","English","ISO-8859-1"
1420,"The History of England in Three Volumes, Vol.I., Part A.","David Hume","","September 8, 2006 [EBook #19211]","English","UTF-8"
1421,"The New York Times Current History of the European War, Vol. 1, January 9, 1915","Various","","September 16, 2005  [eBook #16702]","en","ISO-8859-1"
1422,"The Memoires of Casanova, Complete","Jacques Casanova de Seingalt","","December, 2001 [eBook #2981]","English","UTF-8"
1423,"Slave Narratives: a Folk History of Slavery in the United States From Interviews with Former Slaves, North Carolina Narratives, Part 2","Work Projects Administration","","February 8, 2010 [EBook #31219]","English","ISO-8859-1"
1424,"Poems Teachers Ask For","Various","","July 26, 2006 [EBook #18909]","English","ASCII"
1425,"Darwinismus und Sozialismus","Ludwig Büchner","","March 6, 2007  [eBook #20757]","German","ISO-8859-1"
1426,"Encyclopaedia Britannica, 11th Edition, Volume 2, Part 1, Slice 1","Various","","October 8, 2004 [EBook #13600]","English","ISO-8859-1"
1428,"Vie de Jésus","Ernest Renan","","February 20, 2005 [EBook #15113]","French","ISO-8859-1"
1430,"The Prince and The Pauper, Complete","Mark Twain (Samuel Clemens)","","August 20, 2006 [EBook #1837]","English","UTF-8"
1431,"Taxidermy","Leon Luther Pray","","August 15, 2009 [EBook #29691]","English","ISO-8859-1"
1432,"An Account of Egypt","Herodotus","","February 25, 2006 [EBook #2131]","English","ASCII"
1433,"The New York Times Current History: the European War, February, 1915","Various","","July 20, 2006  [eBook #18880]","English","ISO-8859-1"
1434,"Wilhelm Tell","Frederich Schiller","","October 26, 2006 [EBook #6788]","English","ASCII"
1435,"The Woodpeckers","Fannie Hardy Eckstorm","","January 25, 2011 [EBook #35062]","English","ISO-8859-1"
1436,"Musicians of To-Day","Romain Rolland","","August 7, 2005 [EBook #16467]","English","ISO-8859-1"
1437,"The Autobiography of a Monkey","Albert Bigelow Paine","","September 4, 2010 [EBook #33629]","English","ASCII"
1438,"Letters from a Cat","Helen Jackson","","April 20, 2010 [EBook #32069]","English","ISO-8859-1"
1439,"Ivanhoe","Walter Scott","","September, 1993","English","UTF-8"
1440,"Great Britain and the American Civil War","Ephraim Douglass Adams","","October 18, 2004 [EBook #13789]","English","ISO-8859-1"
1442,"Kim","Rudyard Kipling","","June, 2000 [eBook #2226]","English","UTF-8"
1443,"New Latin Grammar","Charles E. Bennett","","April 20, 2005 [EBook #15665]","English","Unicode UTF-8"
1444,"The Door Through Space","Marion Zimmer Bradley","","November 6, 2006 [EBook #19726]","English","ISO-8859-1"
1445,"Pagan & Christian Creeds","Edward Carpenter","","December, 1998","English","ASCII"
1446,"Mother Earth, Vol. 1 No. 4, June 1906","Various","Emma Goldman","November 27, 2008 [EBook #27341]","English","ISO-8859-1"
1447,"Philosophiae Naturalis Principia Mathematica","Isaac Newton","","March 2, 2009 [EBook #28233]","Latin","ISO-8859-1"
1448,"Trekkerswee","J.D (AKA Totius) du Toit","","August 18, 2005 [EBook #16543]","Afrikaans","ISO-8859-1"
1449,"Personal Memoirs of U. S. Grant, Complete","Ulysses S. Grant",""," August 16, 2006 [EBook #4367]","English","ASCII"
1450,"The Last Trail","Zane Grey","","February, 2006","English","ASCII"
1451,"The Adductor Muscles of the Jaw In Some Primitive Reptiles","Richard C. Fox","","October 24, 2009 [EBook #30321]","English","ISO-8859-1"
1452,"Shirley","Charlotte Brontë","","November 16, 2009 [eBook #30486]","English","UTF-8"
1453,"The Infant System","Samuel Wilderspin","","February 8, 2004 [EBook #10985]","English","ISO-8859-1"
1454,"The German Classics of The Nineteenth and Twentieth Centuries, Vol. II","Editor-in-Chief: Kuno Francke","","February 28, 2004 [EBook #11366]","English","ISO-8859-1"
1455,"Recollections of Old Liverpool","A Nonagenarian","","May 5, 2007  [eBook #21324]","English","ISO-646-US (US-ASCII)"
1456,"The 2002 CIA World Factbook","United States.  Central Intelligence Agency.","","August, 2004","English","ASCII"
1457,"Martin Luther","Carl E. Koppenhaver","","November 11, 2016 [EBook #53499]","English","UTF-8"
1458,"The Complete Works of Robert Burns: Containing his Poems, Songs, and Correspondence.","Robert Burns and Allan Cunningham","","June 4, 2006 [EBook #18500]","English","ISO-8859-1"
1459,"New York Times Current History; The European War, Vol 2, No. 3, June, 1915","Various","","March 27, 2005  [eBook #15480]","English","ISO-8859-1"
1460,"Fortunata y Jacinta","Benito Pérez Galdós","","November 5, 2005 [EBook #17013]","Spanish","ISO-8859-1"
1461,"Myths of Babylonia and Assyria","Donald A. Mackenzie","","September 5, 2005 [EBook #16653]","English","UTF-8"
1462,"The Literary World Seventh Reader","Various","John Calvin Metcalf","November 5, 2006 [EBook #19721]","English","ISO-8859-1"
1463,"Are Women People?","Alice Duer Miller","","March 23, 2004  [eBook #11689]","English","iso-8859-1"
1464,"Anna Karenina","Leo Tolstoy","","July 01, 1998 [EBook #1399]","English","UTF-8"
1465,"What Katy Did At School","Susan Coolidge","","February, 2004 [EBook #5141]","English","ASCII"
1466,"Plain Talks on Avoided Subjects","Henry Newell Guernsey","","March 17, 2010 [EBook #31671]","English","ISO-8859-1"
1467,"Star Born","Andre Norton","","May 27, 2006 [EBook #18458]","English","ISO-8859-1"
1468,"Independent Bohemia","Vladimir Nosek","","January, 2006","English","ISO-8859-1"
1469,"Literary and Philosophical Essays"," Various","","May, 2004  [EBook #5637]","English","ASCII"
1470,"Discours de la méthode","René Descartes","","October 25, 2004 [EBook #13846]","French","UTF-8"
1471,"Kritik der reinen Vernunft (2nd Edition)","Immanuel Kant","","August, 2004  [EBook #6343]","German","Latin1"
1472,"Steam, Its Generation and Use","Babcock & Wilcox Co.","","September 18, 2007 [EBook #22657]","English","ISO-8859-1"
1474,"Three Contributions to the Theory of Sex","Sigmund Freud","","February 8, 2005 [EBook #14969]","English","ISO-8859-1"
1475,"Scientific American Supplement, No. 455, September 20, 1884","Various","","November 5, 2004 [EBook #13962]","English","ISO-8859-1"
1476,"The International Jewish Cook Book","Florence Kreisler Greenbaum","","May 14, 2004 [EBook #12350]","English","ISO-8859-1"
1477,"Descriptions of Two Species of Frogs, Genus Ptychohyla","William E. Duellman","","February 21, 2010 [EBook #31334]","English","ISO-8859-1"
1478,"Grace Harlowe's Senior Year at High School","Jessie Graham Flower","","January 30, 2007 [EBook #4940]","English","ASCII"
1479,"Tom Swift and his Photo Telephone","Victor Appleton","","October, 2003","English","ASCII"
1480,"Deuterocanonical Books of the Bible","Anonymous","","June 12, 2008 [EBook #124]","English","ASCII"
1481,"Journal of the Proceedings of the Linnean Society - Vol. 3","Various","","March 6, 2007 [EBook #20750]","English","ISO-8859-1"
1482,"Genera of Leptodactylid Frogs in México","John D. Lynch","","March 30, 2010 [EBook #31830]","English","ISO-8859-1"
1483,"Woman in the Nineteenth Century","Margaret Fuller Ossoli","","August, 2005","English","ASCII"
1484,"Routledge's Manual of Etiquette","George Routledge","","May 24, 2004 [EBook #12426]","English","ISO-8859-1"
1485,"The Adventures of Buster Bear","Thornton W. Burgess","","September 30, 2007 [EBook #22816]","English","ASCII"
1486,"Conversations on Chemistry, V. 1-2","Jane Marcet","","October 13, 2008 [EBook #26908]","English","UTF-8"
1487,"Old Mother West Wind","Thornton W. Burgess","","March, 2001","English","UTF-8"
1488,"Now It Can Be Told","Philip Gibbs","","July, 2002","English","UTF-8"
1489,"The Marvellous Land of Oz","L. Frank Baum","","February, 1993","English","ASCII"
1490,"Mother Earth, Vol. 1 No. 3, May 1906","Various","Emma Goldman","November 14, 2008 [EBook #27262]","English","ISO-8859-1"
1491,"The Tale of Samuel Whiskers","Beatrix Potter","","April 6, 2005  [eBook #15575]","English","ISO-646-US (US-ASCII)"
1492,"Field Hospital and Flying Column","Violetta Thurstan","","January 23, 2006  [eBook #17587]","English","ISO-8859-1"
1493,"Two Little Savages","Ernest Thompson Seton","","September 19, 2004  [eBook #13499]","English","ISO-8859-1"
1494,"Lucy Maud Montgomery Short Stories, 1896 to 1901","Lucy Maud Montgomery","","March 19, 2008 [EBook #24873]","English","ISO-8859-1"
1495,"A Catalogue of Play Equipment","Jean Lee Hunt","","April 1, 2009 [EBook #28466]","English","ISO-8859-1"
1496,"The Beasts of Tarzan","Edgar Rice Burroughs","","June 23, 2008 [EBook #85]","English","ASCII"
1498,"The Art Of The Moving Picture","Vachel Lindsay","","July 26, 2004  [eBook #13029]","English","ISO-8859-1"
1499,"A Synopsis of the American Bats of the Genus Pipistrellus","Walter W. Dalquest","","December 1, 2010 [EBook #34532]","English","ISO-8859-1"
1500,"Foods That Will Win The War And How To Cook Them (1918)","C. Houston Goudiss and Alberta M. Goudiss","","March 25, 2005 [EBook #15464]","English","ISO-8859-1"
1501,"Mink Trapping","A. R. (Arthur Robert) Harding","","October 18, 2010 [EBook #34093]","English","ASCII"
1502,"The Portrait of a Lady","Henry James","","September, 2001","English","UTF-8"
1503,"Ancient Egyptian and Greek Looms","H. Ling Roth","","June 8, 2008 [EBook #25731]","English","UTF-8"
